item_id,transaction_id,product_id,quantity,is_organic_purchased
I0000173,T000032,P00126,2,False
I0000174,T000033,P00014,2,False
I0000175,T000033,P00003,2,False
I0000176,T000033,P00035,1,False
I0000177,T000033,P00099,2,False
I0000178,T000033,P00105,2,False
I0000179,T000033,P00107,2,False
I0000180,T000033,P00126,1,False
I0000181,T000034,P00071,1,False
I0000182,T000034,P00138,1,False
I0000183,T000034,P00044,1,False
I0000184,T000035,P00140,1,False
I0000185,T000035,P00109,1,False
I0000186,T000035,P00168,1,False
I0000187,T000035,P00077,1,False
I0000188,T000035,P00116,2,False
I0000189,T000035,P00090,1,True
I0000190,T000036,P00151,3,False
I0000191,T000036,P00090,3,True
I0000192,T000036,P00157,3,False
I0000193,T000036,P00110,1,True
I0000194,T000037,P00146,2,True
I0000195,T000037,P00137,2,True
I0000196,T000037,P00153,3,True
I0000197,T000038,P00069,3,False
I0000198,T000038,P00174,1,True
I0000199,T000038,P00035,2,False
I0000200,T000038,P00016,2,True
I0000201,T000038,P00168,1,False
I0000202,T000038,P00180,1,True
I0000203,T000038,P00064,1,True
I0000204,T000039,P00037,3,False
I0000205,T000039,P00162,2,False
I0000206,T000039,P00161,2,False
I0000207,T000039,P00097,2,False
I0000208,T000039,P00020,3,False
I0000209,T000039,P00024,2,True
I0000210,T000040,P00163,1,False
I0000211,T000040,P00017,1,False
I0000212,T000040,P00056,1,False
I0000213,T000040,P00055,1,False
I0000214,T000040,P00069,1,False
I0000215,T000040,P00073,1,False
I0000216,T000041,P00175,1,False
I0000217,T000041,P00012,1,False
I0000218,T000041,P00161,1,False
I0000219,T000041,P00005,1,False
I0000220,T000041,P00041,1,False
I0000221,T000042,P00167,1,False
I0000222,T000042,P00041,1,False
I0000223,T000042,P00024,1,False
I0000224,T000042,P00065,1,False
I0000225,T000043,P00161,1,False
I0000226,T000043,P00180,1,False
I0000227,T000043,P00110,1,False
I0000228,T000043,P00025,1,False
I0000229,T000043,P00055,1,False
I0000230,T000043,P00020,1,False
I0000231,T000044,P00003,1,False
I0000232,T000044,P00031,1,False
I0000233,T000044,P00178,1,False
I0000234,T000045,P00095,3,False
I0000235,T000045,P00036,4,False
I0000236,T000045,P00035,2,False
I0000237,T000045,P00018,1,False
I0000238,T000045,P00157,2,False
I0000239,T000046,P00158,4,False
I0000240,T000046,P00056,1,False
I0000241,T000046,P00026,2,False
I0000242,T000046,P00032,4,False
I0000243,T000046,P00090,4,False
I0000244,T000046,P00081,2,False
I0000245,T000047,P00154,3,False
I0000246,T000047,P00177,1,False
I0000247,T000047,P00169,3,False
I0000248,T000047,P00053,2,False
I0000249,T000047,P00101,3,False
I0000250,T000047,P00166,1,False
I0000251,T000047,P00062,4,False
I0000252,T000048,P00019,1,False
I0000253,T000048,P00093,3,False
I0000254,T000048,P00034,4,False
I0000255,T000048,P00146,4,False
I0000256,T000048,P00094,2,False
I0000257,T000048,P00121,1,False
I0000258,T000048,P00005,1,False
I0000259,T000049,P00074,5,False
I0000260,T000049,P00107,4,False
I0000261,T000049,P00180,4,True
I0000262,T000049,P00022,5,False
I0000263,T000049,P00138,5,False
I0000264,T000049,P00040,3,False
I0000265,T000049,P00022,3,False
I0000266,T000050,P00151,1,False
I0000267,T000050,P00080,4,False
I0000268,T000050,P00062,1,False
I0000269,T000050,P00063,1,False
I0000270,T000050,P00112,1,False
I0000271,T000050,P00117,5,False
I0000272,T000051,P00089,1,False
I0000273,T000051,P00043,1,False
I0000274,T000051,P00033,1,False
I0000275,T000051,P00031,1,False
I0000276,T000051,P00086,1,False
I0000277,T000051,P00070,1,False
I0000278,T000052,P00131,1,False
I0000279,T000052,P00015,1,False
I0000280,T000052,P00146,1,False
I0000281,T000052,P00095,1,False
I0000282,T000052,P00066,1,False
I0000283,T000052,P00147,1,False
I0000284,T000053,P00063,1,False
I0000285,T000053,P00121,1,False
I0000286,T000053,P00099,1,False
I0000287,T000054,P00083,1,False
I0000288,T000054,P00107,1,False
I0000289,T000054,P00070,1,False
I0000290,T000054,P00147,1,False
I0000291,T000055,P00133,1,False
I0000292,T000055,P00103,1,False
I0000293,T000055,P00120,1,False
I0000294,T000055,P00080,1,False
I0000295,T000056,P00145,1,False
I0000296,T000056,P00160,1,True
I0000297,T000056,P00119,1,False
I0000298,T000056,P00152,1,False
I0000299,T000056,P00051,1,False
I0000300,T000057,P00001,4,False
I0000301,T000057,P00079,1,False
I0000302,T000057,P00053,2,False
I0000303,T000057,P00108,4,False
I0000304,T000057,P00016,2,False
I0000305,T000058,P00134,4,False
I0000306,T000058,P00180,3,False
I0000307,T000058,P00118,1,False
I0000308,T000058,P00149,1,False
I0000309,T000059,P00075,2,False
I0000310,T000059,P00081,2,False
I0000311,T000059,P00180,2,False
I0000312,T000059,P00082,2,False
I0000313,T000060,P00150,1,False
I0000314,T000060,P00040,1,False
I0000315,T000060,P00043,2,False
I0000316,T000060,P00120,2,False
I0000317,T000061,P00116,2,False
I0000318,T000061,P00119,2,False
I0000319,T000061,P00031,1,False
I0000320,T000061,P00041,2,False
I0000321,T000062,P00084,1,False
I0000322,T000062,P00024,1,False
I0000323,T000062,P00092,2,False
I0000324,T000062,P00132,1,False
I0000325,T000063,P00104,2,False
I0000326,T000063,P00143,1,False
I0000327,T000063,P00025,2,False
I0000328,T000064,P00057,1,False
I0000329,T000064,P00051,2,False
I0000330,T000064,P00096,3,False
I0000331,T000065,P00051,4,False
I0000332,T000065,P00033,1,False
I0000333,T000065,P00085,1,False
I0000334,T000066,P00008,2,False
I0000335,T000066,P00175,2,False
I0000336,T000066,P00045,2,False
I0000337,T000066,P00055,1,False
I0000338,T000066,P00071,2,False
I0000339,T000066,P00115,1,False
I0000340,T000067,P00106,5,False
I0000341,T000067,P00123,1,False
I0000342,T000067,P00023,3,False
I0000343,T000067,P00099,2,False
I0000344,T000067,P00108,2,False
I0000345,T000067,P00165,5,False
I0000346,T000068,P00140,1,False
I0000347,T000068,P00089,1,False
I0000348,T000068,P00100,1,False
I0000349,T000068,P00047,1,False
I0000350,T000068,P00082,1,False
I0000351,T000068,P00008,1,False
I0000352,T000069,P00060,1,False
I0000353,T000069,P00026,1,False
I0000354,T000069,P00169,1,False
I0000355,T000069,P00069,1,False
I0000356,T000069,P00057,1,False
I0000357,T000069,P00091,1,False
I0000358,T000069,P00046,1,False
I0000359,T000070,P00049,2,False
I0000360,T000070,P00139,2,False
I0000361,T000070,P00045,2,False
I0000362,T000070,P00010,1,False
I0000363,T000070,P00015,1,False
I0000364,T000070,P00155,1,False
I0000365,T000070,P00006,3,False
I0000366,T000071,P00088,3,False
I0000367,T000071,P00046,2,False
I0000368,T000071,P00016,1,False
I0000369,T000071,P00038,3,False
I0000370,T000072,P00094,1,False
I0000371,T000072,P00096,3,False
I0000372,T000072,P00170,2,False
I0000373,T000072,P00151,1,False
I0000374,T000072,P00087,2,False
I0000375,T000072,P00083,1,False
I0000376,T000072,P00041,3,False
I0000377,T000073,P00144,3,False
I0000378,T000073,P00158,2,False
I0000379,T000073,P00058,3,False
I0000380,T000073,P00151,1,False
I0000381,T000074,P00001,3,False
I0000382,T000074,P00147,2,False
I0000383,T000074,P00146,1,False
I0000384,T000074,P00047,3,False
I0000385,T000075,P00085,1,True
I0000386,T000075,P00061,2,False
I0000387,T000075,P00082,1,False
I0000388,T000075,P00163,1,False
I0000389,T000076,P00068,1,False
I0000390,T000076,P00064,1,True
I0000391,T000076,P00090,2,True
I0000392,T000077,P00113,2,False
I0000393,T000077,P00043,2,False
I0000394,T000077,P00127,2,False
I0000395,T000077,P00090,2,True
I0000396,T000077,P00026,2,False
I0000397,T000077,P00148,1,True
I0000398,T000078,P00082,2,False
I0000399,T000078,P00027,1,False
I0000400,T000078,P00088,1,False
I0000401,T000079,P00024,2,False
I0000402,T000079,P00153,2,False
I0000403,T000079,P00008,2,False
I0000404,T000079,P00168,1,False
I0000405,T000079,P00156,2,False
I0000406,T000079,P00041,1,False
I0000407,T000079,P00026,2,False
I0000408,T000080,P00077,2,False
I0000409,T000080,P00025,1,False
I0000410,T000080,P00101,4,False
I0000411,T000080,P00040,1,False
I0000412,T000080,P00093,1,False
I0000413,T000081,P00025,1,False
I0000414,T000081,P00053,2,False
I0000415,T000081,P00164,3,False
I0000416,T000081,P00021,4,False
I0000417,T000082,P00024,2,False
I0000418,T000082,P00048,2,False
I0000419,T000082,P00098,2,False
I0000420,T000082,P00048,2,False
I0000421,T000082,P00012,2,False
I0000422,T000083,P00172,3,False
I0000423,T000083,P00139,4,False
I0000424,T000083,P00151,2,False
I0000425,T000084,P00176,4,False
I0000426,T000084,P00147,2,False
I0000427,T000084,P00122,3,False
I0000428,T000084,P00021,4,False
I0000429,T000084,P00009,5,False
I0000430,T000084,P00147,5,False
I0000431,T000084,P00147,5,False
I0000432,T000085,P00055,2,False
I0000433,T000085,P00033,1,False
I0000434,T000085,P00109,1,False
I0000435,T000085,P00175,4,False
I0000436,T000086,P00018,1,False
I0000437,T000086,P00100,5,False
I0000438,T000086,P00102,5,False
I0000439,T000086,P00084,3,False
I0000440,T000086,P00134,4,False
I0000441,T000087,P00107,1,False
I0000442,T000087,P00038,3,False
I0000443,T000087,P00151,3,False
I0000444,T000088,P00089,4,False
I0000445,T000088,P00068,4,False
I0000446,T000088,P00168,4,False
I0000447,T000088,P00147,5,False
I0000448,T000088,P00122,1,False
I0000449,T000088,P00045,3,False
I0000450,T000088,P00104,2,False
I0000451,T000089,P00122,1,False
I0000452,T000089,P00096,1,False
I0000453,T000089,P00087,1,False
I0000454,T000090,P00035,1,False
I0000455,T000090,P00114,1,False
I0000456,T000090,P00069,1,False
I0000457,T000090,P00155,1,False
I0000458,T000091,P00133,1,False
I0000459,T000091,P00015,1,False
I0000460,T000091,P00017,1,False
I0000461,T000091,P00130,1,False
I0000462,T000091,P00035,1,False
I0000463,T000091,P00045,1,False
I0000464,T000092,P00009,1,False
I0000465,T000092,P00013,1,False
I0000466,T000092,P00051,1,False
I0000467,T000092,P00095,1,False
I0000468,T000093,P00096,1,False
I0000469,T000093,P00153,1,False
I0000470,T000093,P00046,1,False
I0000471,T000093,P00151,1,False
I0000472,T000094,P00147,2,False
I0000473,T000094,P00057,2,False
I0000474,T000094,P00174,2,False
I0000475,T000094,P00069,4,False
I0000476,T000095,P00166,2,False
I0000477,T000095,P00154,1,False
I0000478,T000095,P00058,3,False
I0000479,T000095,P00156,3,False
I0000480,T000096,P00090,4,False
I0000481,T000096,P00065,2,False
I0000482,T000096,P00120,3,False
I0000483,T000096,P00174,4,False
I0000484,T000096,P00150,1,False
I0000485,T000096,P00002,3,False
I0000486,T000097,P00071,3,False
I0000487,T000097,P00071,3,False
I0000488,T000097,P00168,3,False
I0000489,T000097,P00049,2,False
I0000490,T000097,P00133,2,False
I0000491,T000098,P00175,2,False
I0000492,T000098,P00007,4,False
I0000493,T000098,P00076,3,False
I0000494,T000098,P00108,4,False
I0000495,T000098,P00100,1,False
I0000496,T000099,P00057,4,False
I0000497,T000099,P00172,3,False
I0000498,T000099,P00130,3,False
I0000499,T000099,P00044,2,False
I0000500,T000099,P00076,1,False
I0000501,T000100,P00168,1,False
I0000502,T000100,P00057,3,False
I0000503,T000100,P00058,3,False
I0000504,T000100,P00108,3,False
I0000505,T000100,P00096,3,False
I0000506,T000101,P00014,1,False
I0000507,T000101,P00121,2,False
I0000508,T000101,P00129,1,False
I0000509,T000101,P00175,4,False
I0000510,T000101,P00136,3,False
I0000511,T000101,P00106,1,False
I0000512,T000102,P00047,1,False
I0000513,T000102,P00125,3,False
I0000514,T000102,P00162,2,False
I0000515,T000102,P00081,1,False
I0000516,T000102,P00002,4,False
I0000517,T000103,P00023,2,False
I0000518,T000103,P00158,4,False
I0000519,T000103,P00163,4,False
I0000520,T000103,P00104,4,False
I0000521,T000103,P00123,4,False
I0000522,T000103,P00002,1,False
I0000523,T000104,P00174,1,False
I0000524,T000104,P00161,1,False
I0000525,T000104,P00058,1,False
I0000526,T000105,P00151,1,False
I0000527,T000105,P00043,1,False
I0000528,T000105,P00012,1,False
I0000529,T000105,P00075,1,False
I0000530,T000105,P00134,1,False
I0000531,T000105,P00112,1,False
I0000532,T000105,P00088,1,False
I0000533,T000106,P00005,1,False
I0000534,T000106,P00058,1,False
I0000535,T000106,P00055,1,False
I0000536,T000106,P00151,1,False
I0000537,T000106,P00032,1,False
I0000538,T000106,P00167,1,False
I0000539,T000107,P00013,1,False
I0000540,T000107,P00168,1,False
I0000541,T000107,P00013,1,False
I0000542,T000107,P00107,1,False
I0000543,T000107,P00098,1,False
I0000544,T000107,P00141,1,False
I0000545,T000107,P00122,1,False
I0000546,T000108,P00170,1,False
I0000547,T000108,P00170,1,False
I0000548,T000108,P00160,1,False
I0000549,T000108,P00108,1,False
I0000550,T000108,P00131,1,False
I0000551,T000108,P00073,1,False
I0000552,T000109,P00052,2,False
I0000553,T000109,P00105,2,False
I0000554,T000109,P00042,1,False
I0000555,T000109,P00141,2,False
I0000556,T000109,P00054,3,False
I0000557,T000109,P00124,2,False
I0000558,T000109,P00061,1,False
I0000559,T000110,P00024,1,False
I0000560,T000110,P00026,2,False
I0000561,T000110,P00165,1,False
I0000562,T000110,P00117,2,False
I0000563,T000111,P00174,3,True
I0000564,T000111,P00110,1,True
I0000565,T000111,P00025,1,False
I0000566,T000111,P00003,2,False
I0000567,T000111,P00170,2,False
I0000568,T000112,P00096,3,False
I0000569,T000112,P00047,1,False
I0000570,T000112,P00103,4,True
I0000571,T000113,P00108,2,True
I0000572,T000113,P00029,2,True
I0000573,T000113,P00179,1,True
I0000574,T000113,P00041,1,False
I0000575,T000113,P00107,5,False
I0000576,T000113,P00124,5,True
I0000577,T000114,P00029,2,True
I0000578,T000114,P00113,1,False
I0000579,T000114,P00017,2,False
I0000580,T000114,P00168,2,False
I0000581,T000114,P00004,3,False
I0000582,T000114,P00174,3,True
I0000583,T000115,P00133,3,False
I0000584,T000115,P00177,3,False
I0000585,T000115,P00159,1,False
I0000586,T000115,P00111,3,False
I0000587,T000115,P00064,2,True
I0000588,T000116,P00157,1,False
I0000589,T000116,P00003,3,False
I0000590,T000116,P00041,3,False
I0000591,T000116,P00121,2,False
I0000592,T000116,P00043,1,False
I0000593,T000116,P00126,2,False
I0000594,T000116,P00062,2,False
I0000595,T000117,P00165,2,False
I0000596,T000117,P00104,1,False
I0000597,T000117,P00021,2,False
I0000598,T000117,P00114,3,True
I0000599,T000117,P00115,1,True
I0000600,T000117,P00128,2,False
I0000601,T000117,P00081,1,False
I0000602,T000118,P00155,2,False
I0000603,T000118,P00131,1,False
I0000604,T000118,P00168,2,False
I0000605,T000119,P00117,2,False
I0000606,T000119,P00144,2,False
I0000607,T000119,P00169,2,False
I0000608,T000119,P00116,1,False
I0000609,T000120,P00091,2,False
I0000610,T000120,P00141,2,False
I0000611,T000120,P00180,1,False
I0000612,T000120,P00012,1,False
I0000613,T000120,P00127,1,False
I0000614,T000121,P00157,1,False
I0000615,T000121,P00049,1,False
I0000616,T000121,P00101,1,False
I0000617,T000121,P00118,1,False
I0000618,T000121,P00087,1,False
I0000619,T000122,P00130,2,True
I0000620,T000122,P00128,1,False
I0000621,T000122,P00136,1,False
I0000622,T000122,P00142,4,False
I0000623,T000122,P00150,4,False
I0000624,T000122,P00131,2,False
I0000625,T000122,P00178,5,False
I0000626,T000123,P00169,5,False
I0000627,T000123,P00156,3,True
I0000628,T000123,P00130,4,True
I0000629,T000123,P00108,5,True
I0000630,T000123,P00178,2,False
I0000631,T000123,P00071,4,True
I0000632,T000124,P00036,4,False
I0000633,T000124,P00155,5,False
I0000634,T000124,P00077,5,False
I0000635,T000124,P00081,5,False
I0000636,T000125,P00075,3,False
I0000637,T000125,P00173,2,False
I0000638,T000125,P00167,2,False
I0000639,T000125,P00129,5,False
I0000640,T000125,P00178,3,False
I0000641,T000125,P00030,3,False
I0000642,T000125,P00144,4,False
I0000643,T000126,P00098,2,False
I0000644,T000126,P00014,1,False
I0000645,T000126,P00052,3,False
I0000646,T000127,P00038,1,False
I0000647,T000127,P00177,3,False
I0000648,T000127,P00053,5,False
I0000649,T000127,P00009,3,False
I0000650,T000127,P00116,1,False
I0000651,T000128,P00100,2,False
I0000652,T000128,P00131,3,False
I0000653,T000128,P00178,1,False
I0000654,T000128,P00098,4,False
I0000655,T000128,P00107,3,False
I0000656,T000128,P00142,1,False
I0000657,T000128,P00004,3,False
I0000658,T000129,P00151,5,False
I0000659,T000129,P00155,2,False
I0000660,T000129,P00050,3,False
I0000661,T000129,P00115,2,False
I0000662,T000129,P00175,1,False
I0000663,T000130,P00011,4,False
I0000664,T000130,P00072,5,False
I0000665,T000130,P00068,2,False
I0000666,T000130,P00042,5,False
I0000667,T000130,P00066,1,False
I0000668,T000130,P00085,4,False
I0000669,T000131,P00170,1,False
I0000670,T000131,P00126,1,False
I0000671,T000131,P00019,1,False
I0000672,T000131,P00135,1,False
I0000673,T000131,P00048,1,False
I0000674,T000131,P00130,1,True
I0000675,T000131,P00107,1,False
I0000676,T000132,P00085,1,True
I0000677,T000132,P00076,1,True
I0000678,T000132,P00159,1,False
I0000679,T000132,P00144,1,False
I0000680,T000132,P00030,1,False
I0000681,T000133,P00099,2,False
I0000682,T000133,P00139,2,False
I0000683,T000133,P00007,2,False
I0000684,T000134,P00012,2,False
I0000685,T000134,P00167,1,False
I0000686,T000134,P00083,1,False
I0000687,T000134,P00025,1,False
I0000688,T000134,P00138,1,False
I0000689,T000134,P00161,1,False
I0000690,T000135,P00053,2,False
I0000691,T000135,P00166,1,False
I0000692,T000135,P00176,1,False
I0000693,T000136,P00019,1,False
I0000694,T000136,P00046,2,False
I0000695,T000136,P00143,1,False
I0000696,T000137,P00005,1,False
I0000697,T000137,P00173,1,False
I0000698,T000137,P00137,1,False
I0000699,T000137,P00165,1,False
I0000700,T000137,P00150,1,False
I0000701,T000138,P00028,1,False
I0000702,T000138,P00176,1,False
I0000703,T000138,P00156,1,False
I0000704,T000138,P00073,1,False
I0000705,T000138,P00098,1,False
I0000706,T000138,P00170,1,False
I0000707,T000138,P00122,1,False
I0000708,T000139,P00076,1,False
I0000709,T000139,P00077,1,False
I0000710,T000139,P00003,1,False
I0000711,T000139,P00032,1,False
I0000712,T000139,P00002,1,False
I0000713,T000139,P00138,1,False
I0000714,T000139,P00079,1,False
I0000715,T000140,P00166,1,False
I0000716,T000140,P00042,1,False
I0000717,T000140,P00057,1,False
I0000718,T000140,P00050,1,False
I0000719,T000140,P00047,1,False
I0000720,T000140,P00141,1,False
I0000721,T000141,P00065,1,False
I0000722,T000141,P00051,1,False
I0000723,T000141,P00085,1,False
I0000724,T000142,P00082,4,False
I0000725,T000142,P00116,3,False
I0000726,T000142,P00158,3,False
I0000727,T000142,P00178,5,False
I0000728,T000143,P00044,1,False
I0000729,T000143,P00081,2,False
I0000730,T000143,P00057,4,True
I0000731,T000143,P00071,3,True
I0000732,T000143,P00035,3,False
I0000733,T000143,P00123,4,False
I0000734,T000144,P00138,2,False
I0000735,T000144,P00068,1,False
I0000736,T000144,P00020,1,False
I0000737,T000144,P00130,1,True
I0000738,T000145,P00055,1,False
I0000739,T000145,P00142,3,False
I0000740,T000145,P00140,4,False
I0000741,T000145,P00168,2,False
I0000742,T000145,P00094,4,False
I0000743,T000145,P00058,3,True
I0000744,T000145,P00035,4,False
I0000745,T000146,P00129,1,False
I0000746,T000146,P00170,2,False
I0000747,T000146,P00158,2,False
I0000748,T000146,P00132,2,False
I0000749,T000146,P00115,2,True
I0000750,T000147,P00011,2,False
I0000751,T000147,P00125,2,False
I0000752,T000147,P00017,3,False
I0000753,T000147,P00095,2,False
I0000754,T000147,P00011,2,False
I0000755,T000148,P00134,3,False
I0000756,T000148,P00071,3,False
I0000757,T000148,P00068,3,False
I0000758,T000149,P00094,3,False
I0000759,T000149,P00168,1,False
I0000760,T000149,P00133,2,False
I0000761,T000149,P00097,1,False
I0000762,T000149,P00133,2,False
I0000763,T000149,P00091,2,False
I0000764,T000150,P00036,2,False
I0000765,T000150,P00043,1,False
I0000766,T000150,P00020,3,False
I0000767,T000150,P00165,2,False
I0000768,T000150,P00055,1,False
I0000769,T000150,P00048,1,False
I0000770,T000150,P00093,3,False
I0000771,T000151,P00085,3,False
I0000772,T000151,P00030,2,False
I0000773,T000151,P00173,2,False
I0000774,T000151,P00123,1,False
I0000775,T000151,P00152,1,False
I0000776,T000151,P00166,2,False
I0000777,T000152,P00152,1,False
I0000778,T000152,P00035,3,False
I0000779,T000152,P00132,1,False
I0000780,T000152,P00147,1,False
I0000781,T000152,P00015,1,False
I0000782,T000152,P00067,1,False
I0000783,T000152,P00133,2,False
I0000784,T000153,P00057,2,True
I0000785,T000153,P00154,1,False
I0000786,T000153,P00150,1,False
I0000787,T000153,P00160,2,True
I0000788,T000154,P00152,1,False
I0000789,T000154,P00059,2,False
I0000790,T000154,P00099,1,False
I0000791,T000154,P00028,1,False
I0000792,T000154,P00052,2,True
I0000793,T000154,P00039,1,False
I0000794,T000154,P00046,2,True
I0000795,T000155,P00129,1,False
I0000796,T000155,P00024,2,True
I0000797,T000155,P00169,1,False
I0000798,T000155,P00155,1,False
I0000799,T000155,P00174,2,True
I0000800,T000155,P00134,2,True
I0000801,T000155,P00095,1,False
I0000802,T000156,P00098,2,False
I0000803,T000156,P00151,1,False
I0000804,T000156,P00109,1,False
I0000805,T000156,P00066,2,False
I0000806,T000156,P00060,1,False
I0000807,T000156,P00073,2,False
I0000808,T000157,P00134,1,True
I0000809,T000157,P00134,1,True
I0000810,T000157,P00097,1,False
I0000811,T000157,P00177,2,False
I0000812,T000157,P00105,2,False
I0000813,T000157,P00028,1,False
I0000814,T000157,P00110,2,True
I0000815,T000158,P00053,2,False
I0000816,T000158,P00142,3,False
I0000817,T000158,P00124,1,False
I0000818,T000158,P00095,3,False
I0000819,T000158,P00143,2,False
I0000820,T000158,P00065,2,False
