product_id,product_name,category_id,brand_id,is_organic_available
P00063,ValueMart_Produce_Item_13,2,6,False
P00064,Snackify_Produce_Item_14,2,10,False
P00065,ValueMart_Produce_Item_15,2,6,False
P00066,NatureNest_Produce_Item_16,2,4,True
P00067,BakeHouse_Produce_Item_17,2,12,False
P00068,UrbanEats_Produce_Item_18,2,15,False
P00069,QuickBuy_Produce_Item_19,2,8,False
P00070,ValueMart_Produce_Item_20,2,6,False
P00071,CrunchyBite_Produce_Item_21,2,11,False
P00072,QuickBuy_Produce_Item_22,2,8,False
P00073,FreshFarm_Produce_Item_23,2,1,True
P00074,ValueMart_Produce_Item_24,2,6,False
P00075,TasteCo_Produce_Item_25,2,9,False
P00076,PureHarvest_Produce_Item_26,2,2,True
P00077,PureHarvest_Produce_Item_27,2,2,True
P00078,HomeBest_Produce_Item_28,2,7,False
P00079,BakeHouse_Produce_Item_29,2,12,False
P00080,FreshFarm_Produce_Item_30,2,1,True
P00081,HomeBest_Produce_Item_31,2,7,False
P00082,TasteCo_Produce_Item_32,2,9,False
P00083,QuickBuy_Produce_Item_33,2,8,False
P00084,UrbanEats_Produce_Item_34,2,15,False
P00085,FreshFarm_Produce_Item_35,2,1,True
P00086,ValueMart_Produce_Item_36,2,6,False
P00087,FreshFarm_Produce_Item_37,2,1,True
P00088,HomeBest_Produce_Item_38,2,7,False
P00089,TasteCo_Produce_Item_39,2,9,False
P00090,HomeBest_Produce_Item_40,2,7,False
P00091,UrbanEats_Produce_Item_41,2,15,False
P00092,CoolSip_Produce_Item_42,2,13,False
P00093,UrbanEats_Produce_Item_43,2,15,False
P00094,CoolSip_Produce_Item_44,2,13,False
P00095,CoolSip_Produce_Item_45,2,13,False
P00096,BakeHouse_Produce_Item_46,2,12,False
P00097,Snackify_Produce_Item_47,2,10,False
P00098,CoolSip_Produce_Item_48,2,13,False
P00099,CoolSip_Produce_Item_49,2,13,False
P00100,ValueMart_Produce_Item_50,2,6,False
P00101,HomeBest_Snacks_Item_1,3,7,False
P00102,Snackify_Snacks_Item_2,3,10,False
P00103,DailyChoice_Snacks_Item_3,3,5,False
P00104,GreenLeaf_Snacks_Item_4,3,3,True
P00105,FreshFarm_Snacks_Item_5,3,1,True
P00106,DairyPure_Snacks_Item_6,3,14,False
P00107,CoolSip_Snacks_Item_7,3,13,False
P00108,Snackify_Snacks_Item_8,3,10,False
P00109,CrunchyBite_Snacks_Item_9,3,11,False
P00110,GreenLeaf_Snacks_Item_10,3,3,True
P00111,PureHarvest_Snacks_Item_11,3,2,True
P00112,ValueMart_Snacks_Item_12,3,6,False
P00113,QuickBuy_Snacks_Item_13,3,8,False
P00114,CrunchyBite_Snacks_Item_14,3,11,False
P00115,DairyPure_Snacks_Item_15,3,14,False
P00116,ValueMart_Snacks_Item_16,3,6,False
P00117,Snackify_Snacks_Item_17,3,10,False
P00118,NatureNest_Snacks_Item_18,3,4,True
P00119,DairyPure_Snacks_Item_19,3,14,False
P00120,CrunchyBite_Snacks_Item_20,3,11,False
P00121,Snackify_Snacks_Item_21,3,10,False
P00122,UrbanEats_Snacks_Item_22,3,15,False
P00123,BakeHouse_Snacks_Item_23,3,12,False
P00124,UrbanEats_Snacks_Item_24,3,15,False
P00125,CrunchyBite_Snacks_Item_25,3,11,False
P00126,BakeHouse_Snacks_Item_26,3,12,False
P00127,TasteCo_Snacks_Item_27,3,9,False
P00128,BakeHouse_Snacks_Item_28,3,12,False
P00129,HomeBest_Snacks_Item_29,3,7,False
P00130,GreenLeaf_Snacks_Item_30,3,3,True
P00131,NatureNest_Snacks_Item_31,3,4,True
P00132,NatureNest_Snacks_Item_32,3,4,True
P00133,CoolSip_Snacks_Item_33,3,13,False
P00134,DailyChoice_Snacks_Item_34,3,5,False
P00135,BakeHouse_Snacks_Item_35,3,12,False
P00136,GreenLeaf_Snacks_Item_36,3,3,True
P00137,GreenLeaf_Snacks_Item_37,3,3,True
P00138,HomeBest_Snacks_Item_38,3,7,False
P00139,CoolSip_Snacks_Item_39,3,13,False
P00140,DailyChoice_Snacks_Item_40,3,5,False
P00141,PureHarvest_Snacks_Item_41,3,2,True
P00142,PureHarvest_Snacks_Item_42,3,2,True
P00143,PureHarvest_Snacks_Item_43,3,2,True
P00144,NatureNest_Snacks_Item_44,3,4,True
P00145,CrunchyBite_Snacks_Item_45,3,11,False
P00146,UrbanEats_Snacks_Item_46,3,15,False
P00147,GreenLeaf_Snacks_Item_47,3,3,True
P00148,DailyChoice_Snacks_Item_48,3,5,False
P00149,ValueMart_Snacks_Item_49,3,6,False
P00150,NatureNest_Snacks_Item_50,3,4,True
P00151,GreenLeaf_Bakery_Item_1,4,3,True
P00152,CrunchyBite_Bakery_Item_2,4,11,False
P00153,CrunchyBite_Bakery_Item_3,4,11,False
P00154,BakeHouse_Bakery_Item_4,4,12,False
P00155,Snackify_Bakery_Item_5,4,10,False
P00156,Snackify_Bakery_Item_6,4,10,False
P00157,GreenLeaf_Bakery_Item_7,4,3,True
P00158,CrunchyBite_Bakery_Item_8,4,11,False
P00159,TasteCo_Bakery_Item_9,4,9,False
P00160,CoolSip_Bakery_Item_10,4,13,False
P00161,FreshFarm_Bakery_Item_11,4,1,True
P00162,DailyChoice_Bakery_Item_12,4,5,False
P00163,HomeBest_Bakery_Item_13,4,7,False
P00164,ValueMart_Bakery_Item_14,4,6,False
P00165,PureHarvest_Bakery_Item_15,4,2,True
P00166,BakeHouse_Bakery_Item_16,4,12,False
P00167,DailyChoice_Bakery_Item_17,4,5,False
P00168,NatureNest_Bakery_Item_18,4,4,True
P00169,CoolSip_Bakery_Item_19,4,13,False
P00170,FreshFarm_Bakery_Item_20,4,1,True
P00171,Snackify_Bakery_Item_21,4,10,False
P00172,CrunchyBite_Bakery_Item_22,4,11,False
P00173,FreshFarm_Bakery_Item_23,4,1,True
P00174,CrunchyBite_Bakery_Item_24,4,11,False
P00175,ValueMart_Bakery_Item_25,4,6,False
P00176,FreshFarm_Bakery_Item_26,4,1,True
P00177,DairyPure_Bakery_Item_27,4,14,False
P00178,PureHarvest_Bakery_Item_28,4,2,True
P00179,UrbanEats_Bakery_Item_29,4,15,False
P00180,Snackify_Bakery_Item_30,4,10,False
P00181,ValueMart_Bakery_Item_31,4,6,False
P00182,PureHarvest_Bakery_Item_32,4,2,True
P00183,DairyPure_Bakery_Item_33,4,14,False
P00184,ValueMart_Bakery_Item_34,4,6,False
P00185,GreenLeaf_Bakery_Item_35,4,3,True
P00186,BakeHouse_Bakery_Item_36,4,12,False
P00187,ValueMart_Bakery_Item_37,4,6,False
P00188,QuickBuy_Bakery_Item_38,4,8,False
P00189,QuickBuy_Bakery_Item_39,4,8,False
P00190,CrunchyBite_Bakery_Item_40,4,11,False
P00191,UrbanEats_Bakery_Item_41,4,15,False
P00192,CrunchyBite_Bakery_Item_42,4,11,False
P00193,HomeBest_Bakery_Item_43,4,7,False
P00194,DailyChoice_Bakery_Item_44,4,5,False
P00195,PureHarvest_Bakery_Item_45,4,2,True
P00196,DailyChoice_Bakery_Item_46,4,5,False
P00197,DairyPure_Bakery_Item_47,4,14,False
P00198,HomeBest_Bakery_Item_48,4,7,False
P00199,GreenLeaf_Bakery_Item_49,4,3,True
P00200,ValueMart_Bakery_Item_50,4,6,False
P00201,GreenLeaf_Beverages_Item_1,5,3,True
P00202,DairyPure_Beverages_Item_2,5,14,False
P00203,CoolSip_Beverages_Item_3,5,13,False
P00204,BakeHouse_Beverages_Item_4,5,12,False
P00205,Snackify_Beverages_Item_5,5,10,False
P00206,DailyChoice_Beverages_Item_6,5,5,False
P00207,DairyPure_Beverages_Item_7,5,14,False
P00208,HomeBest_Beverages_Item_8,5,7,False
P00209,CrunchyBite_Beverages_Item_9,5,11,False
P00210,ValueMart_Beverages_Item_10,5,6,False
P00211,DairyPure_Beverages_Item_11,5,14,False
P00212,TasteCo_Beverages_Item_12,5,9,False
P00213,QuickBuy_Beverages_Item_13,5,8,False
P00214,DailyChoice_Beverages_Item_14,5,5,False
P00215,HomeBest_Beverages_Item_15,5,7,False
P00216,NatureNest_Beverages_Item_16,5,4,True
P00217,Snackify_Beverages_Item_17,5,10,False
P00218,UrbanEats_Beverages_Item_18,5,15,False
P00219,GreenLeaf_Beverages_Item_19,5,3,True
P00220,DailyChoice_Beverages_Item_20,5,5,False
P00221,HomeBest_Beverages_Item_21,5,7,False
P00222,TasteCo_Beverages_Item_22,5,9,False
P00223,NatureNest_Beverages_Item_23,5,4,True
P00224,BakeHouse_Beverages_Item_24,5,12,False
P00225,PureHarvest_Beverages_Item_25,5,2,True
P00226,GreenLeaf_Beverages_Item_26,5,3,True
P00227,CrunchyBite_Beverages_Item_27,5,11,False
P00228,QuickBuy_Beverages_Item_28,5,8,False
P00229,Snackify_Beverages_Item_29,5,10,False
P00230,UrbanEats_Beverages_Item_30,5,15,False
P00231,CrunchyBite_Beverages_Item_31,5,11,False
P00232,TasteCo_Beverages_Item_32,5,9,False
P00233,NatureNest_Beverages_Item_33,5,4,True
P00234,Snackify_Beverages_Item_34,5,10,False
P00235,FreshFarm_Beverages_Item_35,5,1,True
P00236,NatureNest_Beverages_Item_36,5,4,True
P00237,ValueMart_Beverages_Item_37,5,6,False
P00238,BakeHouse_Beverages_Item_38,5,12,False
P00239,NatureNest_Beverages_Item_39,5,4,True
P00240,FreshFarm_Beverages_Item_40,5,1,True
P00241,PureHarvest_Beverages_Item_41,5,2,True
P00242,QuickBuy_Beverages_Item_42,5,8,False
P00243,CrunchyBite_Beverages_Item_43,5,11,False
P00244,CrunchyBite_Beverages_Item_44,5,11,False
P00245,NatureNest_Beverages_Item_45,5,4,True
P00246,ValueMart_Beverages_Item_46,5,6,False
P00247,CoolSip_Beverages_Item_47,5,13,False
P00248,ValueMart_Beverages_Item_48,5,6,False
P00249,GreenLeaf_Beverages_Item_49,5,3,True
P00250,FreshFarm_Beverages_Item_50,5,1,True
P00251,QuickBuy_Dairy_Item_1,6,8,False
P00252,HomeBest_Dairy_Item_2,6,7,False
P00253,NatureNest_Dairy_Item_3,6,4,True
P00254,Snackify_Dairy_Item_4,6,10,False
P00255,TasteCo_Dairy_Item_5,6,9,False
P00256,GreenLeaf_Dairy_Item_6,6,3,True
P00257,NatureNest_Dairy_Item_7,6,4,True
P00258,FreshFarm_Dairy_Item_8,6,1,True
P00259,ValueMart_Dairy_Item_9,6,6,False
P00260,TasteCo_Dairy_Item_10,6,9,False
P00261,GreenLeaf_Dairy_Item_11,6,3,True
P00262,FreshFarm_Dairy_Item_12,6,1,True
P00263,PureHarvest_Dairy_Item_13,6,2,True
P00264,NatureNest_Dairy_Item_14,6,4,True
P00265,BakeHouse_Dairy_Item_15,6,12,False
P00266,ValueMart_Dairy_Item_16,6,6,False
P00267,GreenLeaf_Dairy_Item_17,6,3,True
P00268,QuickBuy_Dairy_Item_18,6,8,False
P00269,DairyPure_Dairy_Item_19,6,14,False
P00270,Snackify_Dairy_Item_20,6,10,False
P00271,ValueMart_Dairy_Item_21,6,6,False
P00272,DairyPure_Dairy_Item_22,6,14,False
P00273,QuickBuy_Dairy_Item_23,6,8,False
P00274,TasteCo_Dairy_Item_24,6,9,False
P00275,DailyChoice_Dairy_Item_25,6,5,False
P00276,HomeBest_Dairy_Item_26,6,7,False
P00277,QuickBuy_Dairy_Item_27,6,8,False
P00278,DairyPure_Dairy_Item_28,6,14,False
P00279,DairyPure_Dairy_Item_29,6,14,False
P00280,GreenLeaf_Dairy_Item_30,6,3,True
P00281,BakeHouse_Dairy_Item_31,6,12,False
P00282,CoolSip_Dairy_Item_32,6,13,False
P00283,GreenLeaf_Dairy_Item_33,6,3,True
P00284,Snackify_Dairy_Item_34,6,10,False
P00285,CoolSip_Dairy_Item_35,6,13,False
P00286,Snackify_Dairy_Item_36,6,10,False
P00287,TasteCo_Dairy_Item_37,6,9,False
P00288,CoolSip_Dairy_Item_38,6,13,False
P00289,ValueMart_Dairy_Item_39,6,6,False
P00290,DailyChoice_Dairy_Item_40,6,5,False
P00291,TasteCo_Dairy_Item_41,6,9,False
P00292,HomeBest_Dairy_Item_42,6,7,False
P00293,HomeBest_Dairy_Item_43,6,7,False
P00294,UrbanEats_Dairy_Item_44,6,15,False
P00295,CrunchyBite_Dairy_Item_45,6,11,False
P00296,BakeHouse_Dairy_Item_46,6,12,False
P00297,NatureNest_Dairy_Item_47,6,4,True
P00298,ValueMart_Dairy_Item_48,6,6,False
P00299,ValueMart_Dairy_Item_49,6,6,False
P00300,NatureNest_Dairy_Item_50,6,4,True
