item_id,transaction_id,product_id,quantity,is_organic_purchased
I0000237,T000048,P00124,5,False
I0000238,T000049,P00278,2,False
I0000239,T000049,P00106,2,False
I0000240,T000049,P00298,5,False
I0000241,T000049,P00104,2,False
I0000242,T000049,P00159,5,False
I0000243,T000049,P00070,4,False
I0000244,T000050,P00273,1,False
I0000245,T000050,P00095,1,False
I0000246,T000050,P00075,1,False
I0000247,T000050,P00164,1,False
I0000248,T000050,P00211,1,False
I0000249,T000050,P00227,1,False
I0000250,T000050,P00078,1,False
I0000251,T000051,P00137,1,False
I0000252,T000051,P00119,1,False
I0000253,T000051,P00014,1,False
I0000254,T000051,P00041,1,False
I0000255,T000051,P00069,1,False
I0000256,T000051,P00192,1,False
I0000257,T000051,P00199,1,False
I0000258,T000052,P00114,1,False
I0000259,T000052,P00105,1,True
I0000260,T000052,P00091,1,False
I0000261,T000052,P00251,1,False
I0000262,T000052,P00235,1,True
I0000263,T000052,P00219,1,True
I0000264,T000053,P00202,1,False
I0000265,T000053,P00267,1,True
I0000266,T000053,P00232,1,False
I0000267,T000053,P00022,1,False
I0000268,T000053,P00266,1,False
I0000269,T000054,P00026,1,False
I0000270,T000054,P00150,1,True
I0000271,T000054,P00204,1,False
I0000272,T000054,P00147,1,True
I0000273,T000054,P00086,1,False
I0000274,T000054,P00151,1,True
I0000275,T000054,P00265,1,False
I0000276,T000055,P00058,1,False
I0000277,T000055,P00300,1,True
I0000278,T000055,P00202,1,False
I0000279,T000055,P00166,1,False
I0000280,T000055,P00013,1,False
I0000281,T000055,P00233,1,True
I0000282,T000055,P00233,1,True
I0000283,T000056,P00231,3,False
I0000284,T000056,P00044,4,False
I0000285,T000056,P00262,2,False
I0000286,T000057,P00172,2,False
I0000287,T000057,P00084,2,False
I0000288,T000057,P00092,1,False
I0000289,T000057,P00215,3,False
I0000290,T000058,P00061,2,False
I0000291,T000058,P00104,1,False
I0000292,T000058,P00130,1,False
I0000293,T000058,P00235,4,False
I0000294,T000059,P00227,1,False
I0000295,T000059,P00004,1,False
I0000296,T000059,P00281,2,False
I0000297,T000059,P00286,1,False
I0000298,T000059,P00026,1,False
I0000299,T000059,P00076,1,False
I0000300,T000060,P00296,2,False
I0000301,T000060,P00170,1,False
I0000302,T000060,P00026,1,False
I0000303,T000061,P00294,1,False
I0000304,T000061,P00234,2,False
I0000305,T000061,P00019,1,False
I0000306,T000061,P00154,2,False
I0000307,T000061,P00189,2,False
I0000308,T000062,P00242,1,False
I0000309,T000062,P00063,2,False
I0000310,T000062,P00169,2,False
I0000311,T000062,P00269,1,False
I0000312,T000062,P00108,1,False
I0000313,T000063,P00148,2,False
I0000314,T000063,P00163,2,False
I0000315,T000063,P00270,3,False
I0000316,T000063,P00182,1,False
I0000317,T000063,P00289,2,False
I0000318,T000063,P00267,3,False
I0000319,T000064,P00013,4,False
I0000320,T000064,P00061,2,False
I0000321,T000064,P00213,4,False
I0000322,T000065,P00104,3,False
I0000323,T000065,P00131,1,False
I0000324,T000065,P00158,3,False
I0000325,T000066,P00171,3,False
I0000326,T000066,P00203,5,False
I0000327,T000066,P00015,2,False
I0000328,T000067,P00019,2,False
I0000329,T000067,P00247,2,False
I0000330,T000067,P00236,5,False
I0000331,T000067,P00172,4,False
I0000332,T000067,P00212,1,False
I0000333,T000067,P00267,3,False
I0000334,T000068,P00077,2,False
I0000335,T000068,P00016,2,False
I0000336,T000068,P00193,1,False
I0000337,T000069,P00060,2,False
I0000338,T000069,P00162,1,False
I0000339,T000069,P00140,2,False
I0000340,T000069,P00045,2,False
I0000341,T000069,P00122,2,False
I0000342,T000069,P00232,2,False
I0000343,T000069,P00111,2,False
I0000344,T000070,P00048,2,False
I0000345,T000070,P00260,1,False
I0000346,T000070,P00248,1,False
I0000347,T000070,P00098,2,False
I0000348,T000071,P00074,1,False
I0000349,T000071,P00265,1,False
I0000350,T000071,P00106,1,False
I0000351,T000071,P00236,2,False
I0000352,T000071,P00268,1,False
I0000353,T000072,P00240,1,False
I0000354,T000072,P00053,2,False
I0000355,T000072,P00012,2,False
I0000356,T000072,P00108,2,False
I0000357,T000072,P00103,1,False
I0000358,T000073,P00081,3,False
I0000359,T000073,P00059,1,False
I0000360,T000073,P00287,5,False
I0000361,T000073,P00053,2,False
I0000362,T000074,P00073,3,False
I0000363,T000074,P00294,2,False
I0000364,T000074,P00088,1,False
I0000365,T000074,P00160,5,False
I0000366,T000074,P00174,5,False
I0000367,T000075,P00026,1,False
I0000368,T000075,P00197,1,False
I0000369,T000075,P00045,4,False
I0000370,T000075,P00201,2,False
I0000371,T000075,P00229,5,False
I0000372,T000075,P00183,3,False
I0000373,T000076,P00240,1,False
I0000374,T000076,P00234,1,False
I0000375,T000076,P00239,1,False
I0000376,T000077,P00133,1,False
I0000377,T000077,P00201,1,False
I0000378,T000077,P00170,1,False
I0000379,T000077,P00233,1,False
I0000380,T000077,P00016,1,False
I0000381,T000077,P00244,1,False
I0000382,T000077,P00180,1,False
I0000383,T000078,P00295,1,False
I0000384,T000078,P00261,1,False
I0000385,T000078,P00208,1,False
I0000386,T000078,P00167,1,False
I0000387,T000078,P00155,1,False
I0000388,T000079,P00175,1,False
I0000389,T000079,P00221,2,False
I0000390,T000079,P00291,2,False
I0000391,T000080,P00294,2,False
I0000392,T000080,P00059,3,False
I0000393,T000080,P00238,2,False
I0000394,T000081,P00208,1,False
I0000395,T000081,P00056,3,False
I0000396,T000081,P00195,2,False
I0000397,T000081,P00254,3,False
I0000398,T000081,P00032,1,False
I0000399,T000082,P00077,2,False
I0000400,T000082,P00273,2,False
I0000401,T000082,P00200,3,False
I0000402,T000082,P00296,2,False
I0000403,T000083,P00177,1,False
I0000404,T000083,P00299,1,False
I0000405,T000083,P00262,2,True
I0000406,T000083,P00066,2,True
I0000407,T000083,P00032,2,False
I0000408,T000083,P00282,1,False
I0000409,T000084,P00016,1,False
I0000410,T000084,P00222,2,False
I0000411,T000084,P00163,2,False
I0000412,T000084,P00208,2,False
I0000413,T000084,P00223,1,True
I0000414,T000085,P00079,2,False
I0000415,T000085,P00065,1,False
I0000416,T000085,P00006,1,False
I0000417,T000085,P00009,1,False
I0000418,T000085,P00250,2,False
I0000419,T000085,P00070,1,False
I0000420,T000086,P00218,1,False
I0000421,T000086,P00233,2,False
I0000422,T000086,P00283,2,False
I0000423,T000086,P00197,2,False
I0000424,T000086,P00116,1,False
I0000425,T000086,P00218,1,False
I0000426,T000086,P00296,2,False
I0000427,T000087,P00291,4,False
I0000428,T000087,P00189,1,False
I0000429,T000087,P00298,4,False
I0000430,T000088,P00144,4,False
I0000431,T000088,P00265,1,False
I0000432,T000088,P00268,1,False
I0000433,T000088,P00126,4,False
I0000434,T000088,P00040,3,False
I0000435,T000088,P00028,3,False
I0000436,T000088,P00274,1,False
I0000437,T000089,P00019,2,False
I0000438,T000089,P00289,2,False
I0000439,T000089,P00032,2,False
I0000440,T000089,P00297,1,False
I0000441,T000090,P00249,1,False
I0000442,T000090,P00065,1,False
I0000443,T000090,P00143,2,False
I0000444,T000090,P00068,2,False
I0000445,T000090,P00141,2,False
I0000446,T000091,P00078,2,False
I0000447,T000091,P00190,1,False
I0000448,T000091,P00134,1,False
I0000449,T000091,P00249,1,False
I0000450,T000091,P00271,1,False
I0000451,T000091,P00176,1,False
I0000452,T000091,P00075,1,False
I0000453,T000092,P00226,1,False
I0000454,T000092,P00108,2,False
I0000455,T000092,P00028,2,False
I0000456,T000092,P00060,1,False
I0000457,T000093,P00200,4,False
I0000458,T000093,P00135,2,False
I0000459,T000093,P00272,4,False
I0000460,T000093,P00007,3,False
I0000461,T000093,P00230,4,False
I0000462,T000093,P00162,5,False
I0000463,T000094,P00182,4,False
I0000464,T000094,P00140,3,False
I0000465,T000094,P00139,3,False
I0000466,T000094,P00051,3,False
I0000467,T000094,P00300,4,False
I0000468,T000094,P00237,2,False
I0000469,T000094,P00100,5,False
I0000470,T000095,P00007,2,False
I0000471,T000095,P00051,3,False
I0000472,T000095,P00054,3,False
I0000473,T000096,P00099,1,False
I0000474,T000096,P00013,3,False
I0000475,T000096,P00048,1,False
I0000476,T000096,P00112,3,False
I0000477,T000096,P00063,3,False
I0000478,T000097,P00290,1,False
I0000479,T000097,P00057,3,False
I0000480,T000097,P00095,2,False
I0000481,T000097,P00151,2,False
I0000482,T000097,P00039,3,False
I0000483,T000097,P00233,2,False
I0000484,T000098,P00196,4,False
I0000485,T000098,P00171,1,False
I0000486,T000098,P00133,3,False
I0000487,T000099,P00202,2,False
I0000488,T000099,P00252,1,False
I0000489,T000099,P00074,5,False
I0000490,T000099,P00221,2,False
I0000491,T000100,P00053,1,False
I0000492,T000100,P00038,1,False
I0000493,T000100,P00293,3,False
I0000494,T000100,P00229,1,False
I0000495,T000100,P00255,2,False
I0000496,T000101,P00137,2,False
I0000497,T000101,P00169,4,False
I0000498,T000101,P00295,1,False
I0000499,T000101,P00264,4,False
I0000500,T000101,P00245,4,False
I0000501,T000101,P00207,1,False
I0000502,T000102,P00206,1,False
I0000503,T000102,P00047,1,False
I0000504,T000102,P00274,1,False
I0000505,T000102,P00042,1,False
I0000506,T000102,P00149,1,False
I0000507,T000103,P00154,1,False
I0000508,T000103,P00055,1,False
I0000509,T000103,P00250,1,False
I0000510,T000103,P00225,1,False
I0000511,T000104,P00123,1,False
I0000512,T000104,P00200,1,False
I0000513,T000104,P00277,1,False
I0000514,T000104,P00256,1,False
I0000515,T000104,P00009,1,False
I0000516,T000104,P00174,1,False
I0000517,T000104,P00173,1,False
I0000518,T000105,P00077,1,False
I0000519,T000105,P00037,1,False
I0000520,T000105,P00073,1,False
I0000521,T000105,P00010,1,False
I0000522,T000105,P00024,1,False
I0000523,T000105,P00067,1,False
I0000524,T000105,P00089,1,False
I0000525,T000106,P00088,1,False
I0000526,T000106,P00055,1,False
I0000527,T000106,P00255,1,False
I0000528,T000106,P00033,1,False
I0000529,T000106,P00219,1,False
I0000530,T000106,P00206,1,False
I0000531,T000106,P00062,1,False
I0000532,T000107,P00141,2,False
I0000533,T000107,P00213,2,False
I0000534,T000107,P00190,2,False
I0000535,T000108,P00052,4,False
I0000536,T000108,P00081,1,False
I0000537,T000108,P00250,1,False
I0000538,T000108,P00004,1,False
I0000539,T000109,P00244,2,False
I0000540,T000109,P00106,2,False
I0000541,T000109,P00139,4,False
I0000542,T000109,P00211,2,False
I0000543,T000109,P00090,1,False
I0000544,T000109,P00093,4,False
I0000545,T000110,P00272,1,False
I0000546,T000110,P00186,2,False
I0000547,T000110,P00238,2,False
I0000548,T000111,P00243,4,False
I0000549,T000111,P00091,2,False
I0000550,T000111,P00023,1,False
I0000551,T000111,P00187,3,False
I0000552,T000112,P00233,1,False
I0000553,T000112,P00054,1,False
I0000554,T000112,P00276,2,False
I0000555,T000112,P00081,1,False
I0000556,T000112,P00249,1,False
I0000557,T000112,P00037,2,False
I0000558,T000112,P00228,3,False
I0000559,T000113,P00167,2,False
I0000560,T000113,P00051,2,False
I0000561,T000113,P00212,2,False
I0000562,T000114,P00300,4,False
I0000563,T000114,P00028,4,False
I0000564,T000114,P00075,2,False
I0000565,T000114,P00233,2,False
I0000566,T000114,P00199,3,False
I0000567,T000114,P00070,4,False
I0000568,T000115,P00017,5,False
I0000569,T000115,P00031,3,False
I0000570,T000115,P00070,1,False
I0000571,T000115,P00239,4,False
I0000572,T000116,P00081,5,False
I0000573,T000116,P00088,5,False
I0000574,T000116,P00284,2,False
I0000575,T000116,P00045,4,False
I0000576,T000116,P00268,4,False
I0000577,T000117,P00127,1,False
I0000578,T000117,P00168,1,False
I0000579,T000117,P00297,1,False
I0000580,T000117,P00077,1,False
I0000581,T000117,P00214,1,False
I0000582,T000117,P00021,1,False
I0000583,T000118,P00272,1,False
I0000584,T000118,P00246,1,False
I0000585,T000118,P00232,1,False
I0000586,T000118,P00124,1,False
I0000587,T000118,P00286,1,False
I0000588,T000118,P00209,1,False
I0000589,T000119,P00157,1,False
I0000590,T000119,P00236,3,False
I0000591,T000119,P00299,1,False
I0000592,T000119,P00233,2,False
I0000593,T000119,P00071,3,False
I0000594,T000119,P00208,1,False
I0000595,T000120,P00037,2,False
I0000596,T000120,P00171,3,False
I0000597,T000120,P00017,2,False
I0000598,T000121,P00264,2,False
I0000599,T000121,P00027,1,False
I0000600,T000121,P00197,2,False
I0000601,T000122,P00090,1,False
I0000602,T000122,P00288,1,False
I0000603,T000122,P00071,2,False
I0000604,T000122,P00123,1,False
I0000605,T000122,P00245,1,False
I0000606,T000123,P00137,2,False
I0000607,T000123,P00142,1,False
I0000608,T000123,P00033,2,False
I0000609,T000123,P00177,2,False
I0000610,T000123,P00249,1,False
I0000611,T000124,P00189,1,False
I0000612,T000124,P00097,2,False
I0000613,T000124,P00045,1,False
I0000614,T000124,P00201,1,False
I0000615,T000124,P00148,1,False
I0000616,T000124,P00056,1,False
I0000617,T000125,P00214,5,False
I0000618,T000125,P00068,4,False
I0000619,T000125,P00178,4,True
I0000620,T000125,P00228,1,False
I0000621,T000125,P00150,2,True
I0000622,T000126,P00297,3,True
I0000623,T000126,P00168,4,True
I0000624,T000126,P00272,5,False
I0000625,T000126,P00228,4,False
I0000626,T000126,P00156,5,False
I0000627,T000126,P00068,3,False
I0000628,T000127,P00191,3,False
I0000629,T000127,P00025,2,False
I0000630,T000127,P00181,3,False
I0000631,T000127,P00234,2,False
I0000632,T000127,P00083,5,False
I0000633,T000127,P00147,2,True
I0000634,T000128,P00060,1,False
I0000635,T000128,P00163,3,False
I0000636,T000128,P00065,2,False
I0000637,T000128,P00134,2,False
I0000638,T000129,P00076,2,True
I0000639,T000129,P00230,3,False
I0000640,T000129,P00084,3,False
I0000641,T000129,P00155,1,False
I0000642,T000129,P00013,2,False
I0000643,T000130,P00149,1,False
I0000644,T000130,P00290,2,False
I0000645,T000130,P00174,1,False
I0000646,T000130,P00246,1,False
I0000647,T000130,P00072,1,False
I0000648,T000130,P00158,1,False
I0000649,T000131,P00048,2,False
I0000650,T000131,P00029,1,False
I0000651,T000131,P00299,1,False
I0000652,T000131,P00143,1,False
I0000653,T000131,P00012,1,False
I0000654,T000132,P00202,1,False
I0000655,T000132,P00252,2,False
I0000656,T000132,P00262,1,False
I0000657,T000132,P00185,2,False
I0000658,T000132,P00076,2,False
I0000659,T000132,P00190,2,False
I0000660,T000132,P00191,1,False
I0000661,T000133,P00288,1,False
I0000662,T000133,P00111,2,False
I0000663,T000133,P00213,2,False
I0000664,T000133,P00148,1,False
I0000665,T000133,P00218,2,False
I0000666,T000133,P00072,1,False
I0000667,T000134,P00193,1,False
I0000668,T000134,P00004,4,True
I0000669,T000134,P00140,4,False
I0000670,T000135,P00096,4,False
I0000671,T000135,P00149,5,False
I0000672,T000135,P00252,1,False
I0000673,T000135,P00155,5,False
I0000674,T000136,P00154,4,False
I0000675,T000136,P00064,3,False
I0000676,T000136,P00214,2,False
I0000677,T000136,P00252,2,False
I0000678,T000136,P00015,1,False
I0000679,T000137,P00186,5,False
I0000680,T000137,P00247,5,False
I0000681,T000137,P00224,3,False
I0000682,T000137,P00244,1,False
I0000683,T000137,P00192,5,False
I0000684,T000137,P00295,1,False
I0000685,T000137,P00133,2,False
I0000686,T000138,P00070,3,False
I0000687,T000138,P00084,1,False
I0000688,T000138,P00140,3,False
I0000689,T000138,P00215,3,False
I0000690,T000138,P00025,3,False
I0000691,T000138,P00150,5,False
I0000692,T000139,P00086,1,False
I0000693,T000139,P00162,1,False
I0000694,T000139,P00139,1,False
I0000695,T000139,P00050,1,False
I0000696,T000139,P00074,1,False
I0000697,T000139,P00071,1,False
I0000698,T000139,P00191,1,False
I0000699,T000140,P00270,1,False
I0000700,T000140,P00214,2,False
I0000701,T000140,P00040,1,False
I0000702,T000140,P00068,1,False
I0000703,T000140,P00246,2,False
I0000704,T000140,P00160,2,False
I0000705,T000140,P00072,2,False
I0000706,T000141,P00156,1,False
I0000707,T000141,P00061,1,False
I0000708,T000141,P00066,1,False
I0000709,T000141,P00117,2,False
I0000710,T000142,P00058,1,False
I0000711,T000142,P00010,2,False
I0000712,T000142,P00221,1,False
I0000713,T000142,P00101,1,False
I0000714,T000142,P00017,1,False
I0000715,T000142,P00241,1,False
I0000716,T000143,P00006,1,False
I0000717,T000143,P00064,1,False
I0000718,T000143,P00103,1,False
I0000719,T000143,P00180,1,False
I0000720,T000143,P00047,1,False
I0000721,T000144,P00297,1,False
I0000722,T000144,P00271,1,False
I0000723,T000144,P00099,1,False
I0000724,T000145,P00259,1,False
I0000725,T000145,P00188,1,False
I0000726,T000145,P00226,1,False
I0000727,T000145,P00093,1,False
I0000728,T000146,P00117,1,False
I0000729,T000146,P00058,1,False
I0000730,T000146,P00064,1,False
I0000731,T000146,P00057,1,False
I0000732,T000146,P00254,1,False
I0000733,T000146,P00148,1,False
I0000734,T000146,P00043,1,False
I0000735,T000147,P00284,4,False
I0000736,T000147,P00149,4,False
I0000737,T000147,P00097,1,False
I0000738,T000147,P00244,3,False
I0000739,T000148,P00225,5,True
I0000740,T000148,P00044,1,True
I0000741,T000148,P00074,4,False
I0000742,T000148,P00206,5,False
I0000743,T000148,P00053,2,True
I0000744,T000148,P00034,3,False
I0000745,T000149,P00207,1,False
I0000746,T000149,P00120,4,False
I0000747,T000149,P00256,3,True
I0000748,T000149,P00298,5,False
I0000749,T000149,P00140,4,False
I0000750,T000149,P00183,4,False
I0000751,T000149,P00208,4,False
I0000752,T000150,P00063,3,False
I0000753,T000150,P00251,4,False
I0000754,T000150,P00119,2,False
I0000755,T000151,P00092,4,False
I0000756,T000151,P00168,2,True
I0000757,T000151,P00156,1,False
I0000758,T000152,P00151,3,False
I0000759,T000152,P00255,2,False
I0000760,T000152,P00259,2,False
I0000761,T000152,P00278,2,False
I0000762,T000153,P00236,1,True
I0000763,T000153,P00017,1,False
I0000764,T000153,P00286,2,False
I0000765,T000153,P00085,2,True
I0000766,T000153,P00221,1,False
I0000767,T000153,P00160,2,False
I0000768,T000154,P00277,2,False
I0000769,T000154,P00244,1,False
I0000770,T000154,P00260,1,False
I0000771,T000154,P00201,2,True
I0000772,T000154,P00254,2,False
I0000773,T000154,P00181,2,False
I0000774,T000154,P00165,1,True
I0000775,T000155,P00179,1,False
I0000776,T000155,P00175,2,False
I0000777,T000155,P00050,2,False
I0000778,T000155,P00177,2,False
I0000779,T000155,P00211,2,False
I0000780,T000156,P00160,1,False
I0000781,T000156,P00034,2,False
I0000782,T000156,P00059,2,False
I0000783,T000156,P00087,1,True
I0000784,T000157,P00291,2,False
I0000785,T000157,P00137,1,True
I0000786,T000157,P00241,1,True
I0000787,T000157,P00163,2,False
I0000788,T000157,P00293,2,False
I0000789,T000157,P00166,1,False
I0000790,T000158,P00154,2,False
I0000791,T000158,P00224,1,False
I0000792,T000158,P00255,3,False
I0000793,T000158,P00039,3,False
I0000794,T000158,P00110,2,False
I0000795,T000158,P00136,1,False
I0000796,T000158,P00153,3,False
I0000797,T000159,P00049,3,False
I0000798,T000159,P00173,2,False
I0000799,T000159,P00035,3,False
I0000800,T000159,P00272,2,False
I0000801,T000159,P00219,1,False
I0000802,T000159,P00178,1,False
I0000803,T000159,P00155,3,False
I0000804,T000160,P00213,2,False
I0000805,T000160,P00129,3,False
I0000806,T000160,P00264,2,False
I0000807,T000160,P00281,1,False
I0000808,T000161,P00256,1,False
I0000809,T000161,P00240,2,False
I0000810,T000161,P00273,3,False
I0000811,T000161,P00223,3,False
I0000812,T000161,P00031,3,False
I0000813,T000161,P00103,2,False
I0000814,T000161,P00237,1,False
I0000815,T000162,P00164,1,False
I0000816,T000162,P00105,4,True
I0000817,T000162,P00137,3,True
I0000818,T000162,P00083,3,False
I0000819,T000162,P00121,4,False
I0000820,T000162,P00123,1,False
