transaction_id,customer_id,transaction_date,transaction_time
T000253,C0080,2024-01-02,10:00:00
T000254,C0081,2024-01-01,21:30:00
T000255,C0081,2024-01-05,09:00:00
T000256,C0081,2024-01-07,18:30:00
T000257,C0082,2024-01-01,18:30:00
T000258,C0082,2024-01-07,08:00:00
T000259,C0083,2024-01-01,17:00:00
T000260,C0083,2024-01-05,21:00:00
T000261,C0083,2024-01-04,21:30:00
T000262,C0084,2024-01-07,10:00:00
T000263,C0084,2024-01-06,07:00:00
T000264,C0084,2024-01-05,20:30:00
T000265,C0085,2024-01-01,10:30:00
T000266,C0086,2024-01-01,21:00:00
T000267,C0086,2024-01-03,07:30:00
T000268,C0086,2024-01-04,17:30:00
T000269,C0086,2024-01-05,19:00:00
T000270,C0087,2024-01-01,18:30:00
T000271,C0088,2024-01-03,07:30:00
T000272,C0088,2024-01-02,10:00:00
T000273,C0088,2024-01-01,17:00:00
T000274,C0089,2024-01-02,19:30:00
T000275,C0089,2024-01-01,19:00:00
T000276,C0089,2024-01-04,19:30:00
T000277,C0089,2024-01-05,08:30:00
T000278,C0089,2024-01-06,17:30:00
T000279,C0090,2024-01-02,08:30:00
T000280,C0090,2024-01-06,19:00:00
T000281,C0090,2024-01-05,20:30:00
T000282,C0090,2024-01-07,07:30:00
T000283,C0090,2024-01-01,17:00:00
T000284,C0091,2024-01-01,07:30:00
T000285,C0092,2024-01-05,08:30:00
T000286,C0092,2024-01-06,18:30:00
T000287,C0093,2024-01-06,09:30:00
T000288,C0093,2024-01-01,07:30:00
T000289,C0094,2024-01-02,18:30:00
T000290,C0095,2024-01-04,18:30:00
T000291,C0095,2024-01-02,20:30:00
T000292,C0095,2024-01-07,18:00:00
T000293,C0095,2024-01-03,18:00:00
T000294,C0095,2024-01-01,07:30:00
T000295,C0096,2024-01-02,21:00:00
T000296,C0096,2024-01-06,19:30:00
T000297,C0096,2024-01-04,19:00:00
T000298,C0097,2024-01-02,21:00:00
T000299,C0097,2024-01-06,18:30:00
T000300,C0097,2024-01-05,21:30:00
T000301,C0098,2024-01-02,08:30:00
T000302,C0099,2024-01-04,17:30:00
T000303,C0099,2024-01-03,09:30:00
T000304,C0100,2024-01-07,10:00:00
T000305,C0100,2024-01-01,08:00:00
T000306,C0100,2024-01-02,20:00:00
T000307,C0101,2024-01-06,18:00:00
T000308,C0101,2024-01-01,21:00:00
T000309,C0101,2024-01-04,07:30:00
T000310,C0102,2024-01-02,20:30:00
T000311,C0103,2024-01-05,17:00:00
T000312,C0104,2024-01-04,20:00:00
T000313,C0104,2024-01-01,19:30:00
T000314,C0104,2024-01-03,17:30:00
T000315,C0104,2024-01-05,18:00:00
T000316,C0104,2024-01-02,09:00:00
T000317,C0105,2024-01-05,19:30:00
T000318,C0105,2024-01-03,20:30:00
T000319,C0106,2024-01-07,17:00:00
T000320,C0106,2024-01-05,21:30:00
T000321,C0106,2024-01-06,08:00:00
T000322,C0106,2024-01-01,07:00:00
T000323,C0106,2024-01-02,18:00:00
T000324,C0107,2024-01-05,08:30:00
T000325,C0107,2024-01-01,07:00:00
T000326,C0107,2024-01-06,08:30:00
T000327,C0107,2024-01-07,19:30:00
T000328,C0107,2024-01-03,10:00:00
T000329,C0108,2024-01-03,19:00:00
T000330,C0109,2024-01-04,17:00:00
T000331,C0109,2024-01-05,20:30:00
T000332,C0109,2024-01-03,19:30:00
T000333,C0109,2024-01-02,19:00:00
T000334,C0110,2024-01-01,21:30:00
T000335,C0110,2024-01-04,10:30:00
T000336,C0110,2024-01-03,17:30:00
T000337,C0110,2024-01-06,20:30:00
T000338,C0110,2024-01-05,17:00:00
T000339,C0111,2024-01-02,20:00:00
T000340,C0111,2024-01-03,19:30:00
T000341,C0111,2024-01-06,10:00:00
T000342,C0111,2024-01-01,19:30:00
T000343,C0111,2024-01-07,09:30:00
T000344,C0112,2024-01-06,17:00:00
T000345,C0113,2024-01-04,18:00:00
T000346,C0114,2024-01-03,09:30:00
T000347,C0114,2024-01-04,19:00:00
T000348,C0114,2024-01-01,07:00:00
T000349,C0114,2024-01-02,20:00:00
T000350,C0114,2024-01-07,19:00:00
T000351,C0115,2024-01-06,07:00:00
T000352,C0115,2024-01-05,20:30:00
T000353,C0115,2024-01-03,10:00:00
T000354,C0115,2024-01-04,18:00:00
T000355,C0115,2024-01-07,20:30:00
T000356,C0116,2024-01-02,19:00:00
T000357,C0116,2024-01-04,10:00:00
T000358,C0116,2024-01-07,17:30:00
T000359,C0116,2024-01-05,10:30:00
T000360,C0117,2024-01-04,10:00:00
T000361,C0117,2024-01-02,19:30:00
T000362,C0117,2024-01-01,07:30:00
T000363,C0118,2024-01-04,17:30:00
T000364,C0118,2024-01-07,21:00:00
T000365,C0118,2024-01-06,17:30:00
T000366,C0118,2024-01-01,07:30:00
T000367,C0118,2024-01-03,09:00:00
T000368,C0119,2024-01-01,20:30:00
T000369,C0119,2024-01-03,21:00:00
T000370,C0120,2024-01-04,20:30:00
T000371,C0120,2024-01-07,07:00:00
T000372,C0120,2024-01-01,17:00:00
T000373,C0121,2024-01-05,07:30:00
T000374,C0121,2024-01-03,10:30:00
T000375,C0121,2024-01-06,07:00:00
T000376,C0121,2024-01-02,21:00:00
T000377,C0122,2024-01-02,20:30:00
T000378,C0123,2024-01-04,10:30:00
T000379,C0123,2024-01-07,10:30:00
T000380,C0123,2024-01-05,18:30:00
T000381,C0123,2024-01-03,10:00:00
T000382,C0124,2024-01-06,18:00:00
T000383,C0125,2024-01-01,18:00:00
T000384,C0125,2024-01-07,19:30:00
T000385,C0125,2024-01-03,17:00:00
T000386,C0125,2024-01-05,17:00:00
T000387,C0125,2024-01-02,08:00:00
T000388,C0126,2024-01-04,17:00:00
T000389,C0126,2024-01-05,07:00:00
T000390,C0126,2024-01-03,18:30:00
T000391,C0126,2024-01-01,21:30:00
T000392,C0127,2024-01-05,21:00:00
T000393,C0127,2024-01-03,17:30:00
T000394,C0127,2024-01-02,21:00:00
T000395,C0127,2024-01-06,20:00:00
T000396,C0127,2024-01-04,10:30:00
T000397,C0128,2024-01-06,20:30:00
T000398,C0128,2024-01-04,09:30:00
T000399,C0128,2024-01-02,10:00:00
T000400,C0128,2024-01-01,20:00:00
T000401,C0129,2024-01-03,21:00:00
T000402,C0129,2024-01-05,10:30:00
T000403,C0129,2024-01-04,21:00:00
T000404,C0129,2024-01-07,17:30:00
T000405,C0129,2024-01-02,07:00:00
T000406,C0130,2024-01-02,10:00:00
T000407,C0131,2024-01-01,19:30:00
T000408,C0131,2024-01-03,21:30:00
T000409,C0131,2024-01-02,07:30:00
T000410,C0131,2024-01-04,18:30:00
T000411,C0132,2024-01-01,18:00:00
T000412,C0132,2024-01-07,18:30:00
T000413,C0132,2024-01-04,21:30:00
T000414,C0132,2024-01-03,21:30:00
T000415,C0133,2024-01-01,20:30:00
T000416,C0134,2024-01-07,07:00:00
T000417,C0134,2024-01-05,18:00:00
T000418,C0134,2024-01-03,20:00:00
T000419,C0134,2024-01-04,19:00:00
T000420,C0135,2024-01-01,20:30:00
T000421,C0135,2024-01-04,18:00:00
T000422,C0135,2024-01-07,18:30:00
T000423,C0135,2024-01-03,17:00:00
T000424,C0136,2024-01-05,21:30:00
T000425,C0136,2024-01-02,20:30:00
T000426,C0136,2024-01-01,17:00:00
T000427,C0137,2024-01-07,10:00:00
T000428,C0137,2024-01-04,17:00:00
T000429,C0137,2024-01-02,10:30:00
T000430,C0137,2024-01-01,21:00:00
T000431,C0137,2024-01-05,08:00:00
T000432,C0138,2024-01-06,09:00:00
T000433,C0138,2024-01-03,20:00:00
T000434,C0138,2024-01-05,09:00:00
T000435,C0138,2024-01-07,19:00:00
T000436,C0138,2024-01-04,07:30:00
T000437,C0139,2024-01-01,08:00:00
T000438,C0140,2024-01-07,18:30:00
T000439,C0141,2024-01-06,21:00:00
T000440,C0141,2024-01-01,09:30:00
T000441,C0142,2024-01-04,10:00:00
T000442,C0142,2024-01-02,21:30:00
T000443,C0143,2024-01-03,07:30:00
T000444,C0143,2024-01-06,09:30:00
T000445,C0144,2024-01-07,17:30:00
T000446,C0144,2024-01-04,20:00:00
T000447,C0144,2024-01-06,20:30:00
T000448,C0145,2024-01-01,19:30:00
T000449,C0145,2024-01-05,20:30:00
T000450,C0145,2024-01-04,10:30:00
T000451,C0145,2024-01-02,08:30:00
T000452,C0146,2024-01-01,21:30:00
T000453,C0146,2024-01-04,18:30:00
T000454,C0146,2024-01-05,20:00:00
T000455,C0146,2024-01-02,18:30:00
T000456,C0147,2024-01-01,20:30:00
T000457,C0147,2024-01-04,17:00:00
T000458,C0147,2024-01-07,07:30:00
T000459,C0147,2024-01-05,21:00:00
T000460,C0147,2024-01-03,07:30:00
T000461,C0148,2024-01-06,07:30:00
T000462,C0148,2024-01-02,09:00:00
T000463,C0149,2024-01-01,21:30:00
T000464,C0149,2024-01-06,17:00:00
T000465,C0150,2024-01-01,08:00:00
T000466,C0150,2024-01-03,09:30:00
T000467,C0150,2024-01-07,07:30:00
T000468,C0150,2024-01-04,18:30:00
T000469,C0151,2024-01-05,19:00:00
T000470,C0151,2024-01-02,18:30:00
T000471,C0151,2024-01-06,10:30:00
T000472,C0151,2024-01-01,20:30:00
T000473,C0151,2024-01-07,20:30:00
T000474,C0152,2024-01-07,19:30:00
T000475,C0152,2024-01-04,17:00:00
T000476,C0153,2024-01-06,20:30:00
T000477,C0154,2024-01-06,19:00:00
T000478,C0155,2024-01-05,09:00:00
T000479,C0155,2024-01-04,08:00:00
T000480,C0155,2024-01-03,07:30:00
T000481,C0155,2024-01-06,09:00:00
T000482,C0156,2024-01-07,20:00:00
T000483,C0156,2024-01-02,19:00:00
T000484,C0156,2024-01-03,09:00:00
T000485,C0157,2024-01-06,08:00:00
T000486,C0157,2024-01-07,08:00:00
T000487,C0157,2024-01-01,09:30:00
T000488,C0157,2024-01-04,21:00:00
T000489,C0158,2024-01-01,08:00:00
T000490,C0159,2024-01-07,21:00:00
T000491,C0159,2024-01-06,19:00:00
T000492,C0159,2024-01-02,18:30:00
T000493,C0160,2024-01-03,19:30:00
T000494,C0160,2024-01-06,08:30:00
T000495,C0160,2024-01-02,08:00:00
T000496,C0160,2024-01-01,10:00:00
T000497,C0161,2024-01-06,17:00:00
T000498,C0161,2024-01-07,20:30:00
T000499,C0162,2024-01-02,17:30:00
T000500,C0162,2024-01-04,21:30:00
T000501,C0162,2024-01-06,18:00:00
T000502,C0162,2024-01-05,08:00:00
T000503,C0162,2024-01-07,08:30:00
T000504,C0163,2024-01-04,09:00:00
T000505,C0163,2024-01-02,08:00:00
T000506,C0163,2024-01-05,20:30:00
T000507,C0163,2024-01-07,09:00:00
T000508,C0163,2024-01-03,08:00:00
T000509,C0164,2024-01-03,18:30:00
T000510,C0164,2024-01-07,09:30:00
T000511,C0164,2024-01-02,17:00:00
T000512,C0165,2024-01-02,19:00:00
T000513,C0165,2024-01-04,18:30:00
T000514,C0166,2024-01-06,07:00:00
T000515,C0167,2024-01-02,19:00:00
T000516,C0167,2024-01-06,18:30:00
T000517,C0167,2024-01-01,19:00:00
T000518,C0167,2024-01-04,21:30:00
T000519,C0167,2024-01-03,07:30:00
T000520,C0168,2024-01-05,09:00:00
T000521,C0168,2024-01-02,09:30:00
T000522,C0168,2024-01-04,10:30:00
T000523,C0168,2024-01-01,20:00:00
T000524,C0168,2024-01-06,18:00:00
T000525,C0169,2024-01-02,07:30:00
T000526,C0169,2024-01-06,08:00:00
T000527,C0169,2024-01-05,21:00:00
T000528,C0169,2024-01-07,10:30:00
T000529,C0169,2024-01-01,09:30:00
T000530,C0170,2024-01-01,09:00:00
T000531,C0170,2024-01-04,09:30:00
T000532,C0170,2024-01-02,21:00:00
T000533,C0170,2024-01-03,09:30:00
T000534,C0170,2024-01-05,17:30:00
T000535,C0171,2024-01-03,17:00:00
T000536,C0171,2024-01-06,08:00:00
T000537,C0171,2024-01-02,19:00:00
T000538,C0171,2024-01-07,21:30:00
T000539,C0171,2024-01-01,19:00:00
T000540,C0172,2024-01-03,20:00:00
T000541,C0172,2024-01-02,18:30:00
T000542,C0172,2024-01-05,07:30:00
T000543,C0173,2024-01-01,17:00:00
T000544,C0174,2024-01-02,10:00:00
T000545,C0175,2024-01-05,10:00:00
T000546,C0176,2024-01-06,20:00:00
T000547,C0176,2024-01-03,18:30:00
T000548,C0176,2024-01-02,17:00:00
T000549,C0177,2024-01-05,19:00:00
T000550,C0178,2024-01-04,08:30:00
T000551,C0178,2024-01-07,18:30:00
T000552,C0178,2024-01-06,09:30:00
T000553,C0178,2024-01-03,17:00:00
T000554,C0179,2024-01-02,10:00:00
T000555,C0179,2024-01-01,17:30:00
T000556,C0179,2024-01-07,17:30:00
T000557,C0180,2024-01-06,17:00:00
T000558,C0180,2024-01-02,18:00:00
T000559,C0181,2024-01-02,07:00:00
T000560,C0182,2024-01-03,21:00:00
T000561,C0182,2024-01-01,18:00:00
T000562,C0183,2024-01-07,17:00:00
T000563,C0183,2024-01-01,10:00:00
T000564,C0183,2024-01-03,20:30:00
T000565,C0183,2024-01-02,10:30:00
T000566,C0183,2024-01-06,21:30:00
T000567,C0184,2024-01-07,08:30:00
T000568,C0184,2024-01-01,21:30:00
T000569,C0185,2024-01-03,20:00:00
T000570,C0185,2024-01-01,20:00:00
T000571,C0185,2024-01-07,17:00:00
T000572,C0185,2024-01-05,19:00:00
T000573,C0186,2024-01-04,18:30:00
T000574,C0186,2024-01-07,18:30:00
T000575,C0186,2024-01-06,08:30:00
T000576,C0187,2024-01-06,10:30:00
T000577,C0187,2024-01-04,20:30:00
T000578,C0187,2024-01-07,21:00:00
T000579,C0187,2024-01-05,17:30:00
T000580,C0188,2024-01-04,07:00:00
T000581,C0189,2024-01-05,07:30:00
T000582,C0189,2024-01-06,08:00:00
T000583,C0190,2024-01-01,17:30:00
T000584,C0190,2024-01-05,18:30:00
T000585,C0191,2024-01-06,21:00:00
T000586,C0191,2024-01-01,17:00:00
T000587,C0192,2024-01-03,07:00:00
T000588,C0192,2024-01-06,18:00:00
T000589,C0192,2024-01-04,10:00:00
T000590,C0192,2024-01-02,20:00:00
T000591,C0193,2024-01-06,20:30:00
T000592,C0193,2024-01-04,21:30:00
T000593,C0194,2024-01-02,19:00:00
T000594,C0195,2024-01-03,09:00:00
T000595,C0195,2024-01-05,10:00:00
T000596,C0195,2024-01-02,07:00:00
T000597,C0195,2024-01-06,10:30:00
T000598,C0196,2024-01-01,20:00:00
T000599,C0196,2024-01-03,09:00:00
T000600,C0197,2024-01-07,21:30:00
T000601,C0197,2024-01-04,17:30:00
T000602,C0197,2024-01-06,07:30:00
T000603,C0197,2024-01-01,17:00:00
T000604,C0197,2024-01-03,10:00:00
T000605,C0198,2024-01-01,19:00:00
T000606,C0198,2024-01-04,10:30:00
T000607,C0198,2024-01-05,20:00:00
T000608,C0199,2024-01-05,07:00:00
T000609,C0200,2024-01-07,09:30:00
T000610,C0200,2024-01-02,07:00:00
T000611,C0201,2024-01-02,17:00:00
T000612,C0202,2024-01-01,21:00:00
T000613,C0202,2024-01-07,19:30:00
T000614,C0202,2024-01-06,18:30:00
T000615,C0202,2024-01-03,21:00:00
T000616,C0203,2024-01-05,21:30:00
T000617,C0203,2024-01-06,09:00:00
T000618,C0203,2024-01-03,17:00:00
T000619,C0203,2024-01-01,07:30:00
T000620,C0203,2024-01-02,19:00:00
T000621,C0204,2024-01-06,20:00:00
T000622,C0204,2024-01-04,20:30:00
T000623,C0204,2024-01-05,09:00:00
T000624,C0204,2024-01-02,07:30:00
T000625,C0204,2024-01-07,18:30:00
T000626,C0205,2024-01-01,10:30:00
T000627,C0205,2024-01-02,21:30:00
T000628,C0205,2024-01-06,19:30:00
T000629,C0205,2024-01-07,17:30:00
T000630,C0205,2024-01-05,09:00:00
T000631,C0206,2024-01-06,08:30:00
T000632,C0206,2024-01-07,21:30:00
T000633,C0206,2024-01-05,07:00:00
T000634,C0207,2024-01-01,20:30:00
T000635,C0207,2024-01-02,09:00:00
T000636,C0208,2024-01-02,18:00:00
T000637,C0208,2024-01-07,17:30:00
T000638,C0208,2024-01-03,08:00:00
T000639,C0208,2024-01-04,09:30:00
T000640,C0208,2024-01-06,19:00:00
T000641,C0209,2024-01-02,19:00:00
T000642,C0209,2024-01-05,21:00:00
T000643,C0210,2024-01-07,17:00:00
T000644,C0210,2024-01-02,07:30:00
T000645,C0210,2024-01-01,21:00:00
T000646,C0211,2024-01-03,08:30:00
T000647,C0211,2024-01-01,08:30:00
T000648,C0212,2024-01-06,09:30:00
T000649,C0212,2024-01-05,20:30:00
T000650,C0212,2024-01-07,07:00:00
T000651,C0213,2024-01-02,17:30:00
T000652,C0213,2024-01-06,21:30:00
T000653,C0213,2024-01-04,18:00:00
T000654,C0213,2024-01-01,10:00:00
T000655,C0214,2024-01-04,07:30:00
T000656,C0215,2024-01-03,08:00:00
T000657,C0215,2024-01-04,17:30:00
T000658,C0215,2024-01-02,10:30:00
T000659,C0216,2024-01-03,09:00:00
T000660,C0216,2024-01-05,18:30:00
T000661,C0216,2024-01-01,09:00:00
T000662,C0216,2024-01-02,20:30:00
T000663,C0217,2024-01-03,10:00:00
T000664,C0217,2024-01-07,07:30:00
